Timestamp,NPK Level,Temperature (°C),Humidity (%),Ph Value,Diseased
27-11-2023 21:03,1,23,62,63,1
27-11-2023 21:04,1,35,70,74,0
27-11-2023 21:05,2,37,52,75,1
27-11-2023 21:06,3,44,60,58,0
27-11-2023 21:07,3,47,61,76,1
27-11-2023 21:08,1,48,51,76,0
27-11-2023 21:09,2,24,65,85,1
27-11-2023 21:10,3,33,69,87,0
27-11-2023 21:11,3,46,53,54,0
27-11-2023 21:12,2,35,41,67,1
27-11-2023 21:13,2,41,40,66,1
27-11-2023 21:14,2,28,69,80,0
27-11-2023 21:15,2,19,66,60,1
27-11-2023 21:16,3,23,60,76,0
27-11-2023 21:17,3,26,66,74,1
27-11-2023 21:18,2,43,69,85,1
27-11-2023 21:19,1,31,48,70,0
27-11-2023 21:20,1,39,54,82,0
27-11-2023 21:21,3,37,60,69,1
27-11-2023 21:22,1,19,67,60,1
27-11-2023 21:23,3,25,58,65,1
27-11-2023 21:24,2,37,40,69,0
27-11-2023 21:25,1,31,57,64,1
27-11-2023 21:26,1,37,69,56,1
27-11-2023 21:27,1,30,41,53,1
27-11-2023 21:28,3,36,51,56,1
27-11-2023 21:29,1,29,51,60,1
27-11-2023 21:30,1,40,57,60,1
27-11-2023 21:31,3,49,70,73,1
27-11-2023 21:32,2,39,55,72,0
27-11-2023 21:33,1,33,43,82,0
27-11-2023 21:34,1,34,48,76,0
27-11-2023 21:35,2,43,42,64,0
27-11-2023 21:36,3,31,65,64,1
27-11-2023 21:37,3,40,50,63,1
27-11-2023 21:38,2,40,69,55,1
27-11-2023 21:39,1,33,38,55,1
27-11-2023 21:40,3,34,63,78,0
27-11-2023 21:41,1,44,57,55,1
27-11-2023 21:42,2,29,47,79,1
27-11-2023 21:43,1,27,39,81,0
27-11-2023 21:44,3,26,48,53,1
27-11-2023 21:45,3,23,53,75,0
27-11-2023 21:46,2,43,61,69,0
27-11-2023 21:47,1,37,46,70,0
27-11-2023 21:48,1,31,49,65,1
27-11-2023 21:49,1,28,57,72,0
27-11-2023 21:50,1,38,67,81,1
27-11-2023 21:51,2,28,69,80,1
27-11-2023 21:52,1,25,60,76,0
27-11-2023 21:53,3,24,48,69,1
27-11-2023 21:54,2,40,57,70,0
27-11-2023 21:55,2,31,63,81,1
27-11-2023 21:56,2,34,66,63,0
27-11-2023 21:57,1,37,40,87,1
27-11-2023 21:58,1,24,62,69,0
27-11-2023 21:59,1,42,69,61,0
27-11-2023 22:00,1,23,52,64,1
27-11-2023 22:01,1,25,40,69,0
27-11-2023 22:02,3,30,60,65,0
27-11-2023 22:03,3,29,48,54,0
27-11-2023 22:04,2,23,65,72,0
27-11-2023 22:05,1,36,38,65,0
27-11-2023 22:06,3,26,65,72,0
27-11-2023 22:07,3,47,65,84,1
27-11-2023 22:08,3,49,48,63,1
27-11-2023 22:09,3,43,64,56,1
27-11-2023 22:10,3,40,65,66,0
27-11-2023 22:11,1,35,64,68,1
27-11-2023 22:12,2,45,48,53,1
27-11-2023 22:13,1,19,61,59,0
27-11-2023 22:14,3,33,53,63,0
27-11-2023 22:15,1,31,67,69,0
27-11-2023 22:16,3,21,67,54,0
27-11-2023 22:17,1,21,51,76,1
27-11-2023 22:18,1,40,53,56,0
27-11-2023 22:19,3,44,46,76,0
27-11-2023 22:20,2,22,58,72,0
27-11-2023 22:21,2,21,64,76,1
27-11-2023 22:22,3,33,54,85,0
27-11-2023 22:23,2,34,65,55,1
27-11-2023 22:24,1,20,52,66,1
27-11-2023 22:25,3,45,49,77,0
27-11-2023 22:26,1,47,54,77,0
27-11-2023 22:27,2,33,70,53,0
27-11-2023 22:28,1,32,42,75,1
27-11-2023 22:29,2,44,40,81,0
27-11-2023 22:30,3,38,68,67,1
27-11-2023 22:31,2,42,38,65,1
27-11-2023 22:32,3,34,39,87,0
27-11-2023 22:33,1,47,68,64,0
27-11-2023 22:34,2,37,48,81,1
27-11-2023 22:35,1,25,43,76,1
27-11-2023 22:36,1,35,63,80,0
27-11-2023 22:37,2,44,61,75,1
27-11-2023 22:38,1,21,38,79,1
27-11-2023 22:39,1,31,64,75,1
27-11-2023 22:40,1,24,61,56,0
27-11-2023 22:41,3,38,54,75,0
27-11-2023 22:42,1,26,52,70,0
27-11-2023 22:43,3,30,60,61,0
27-11-2023 22:44,3,37,56,54,0
27-11-2023 22:45,2,23,67,58,1
27-11-2023 22:46,3,40,64,80,0
27-11-2023 22:47,3,22,65,83,0
27-11-2023 22:48,1,49,67,79,1
27-11-2023 22:49,3,27,53,83,0
27-11-2023 22:50,1,46,60,83,1
27-11-2023 22:51,1,36,50,66,0
27-11-2023 22:52,1,28,52,60,1
27-11-2023 22:53,1,22,52,69,0
27-11-2023 22:54,2,30,46,63,1
27-11-2023 22:55,3,40,52,64,0
27-11-2023 22:56,3,21,48,70,1
27-11-2023 22:57,3,26,63,68,1
27-11-2023 22:58,1,20,64,79,1
27-11-2023 22:59,2,49,41,84,0
27-11-2023 23:00,2,45,54,78,0
27-11-2023 23:01,2,41,41,68,1
27-11-2023 23:02,3,49,51,58,0
27-11-2023 23:03,3,49,44,72,0
27-11-2023 23:04,1,38,66,70,1
27-11-2023 23:05,3,31,70,63,0
27-11-2023 23:06,2,49,60,57,0
27-11-2023 23:07,2,35,62,85,0
27-11-2023 23:08,2,49,60,87,1
27-11-2023 23:09,2,43,50,78,0
27-11-2023 23:10,1,49,68,74,1
27-11-2023 23:11,1,19,69,73,1
27-11-2023 23:12,1,40,41,65,1
27-11-2023 23:13,3,28,47,84,1
27-11-2023 23:14,2,45,55,79,1
27-11-2023 23:15,3,19,65,68,1
27-11-2023 23:16,1,46,66,67,1
27-11-2023 23:17,3,41,54,66,0
27-11-2023 23:18,1,28,44,62,1
27-11-2023 23:19,3,35,61,71,1
27-11-2023 23:20,3,38,45,76,0
27-11-2023 23:21,1,24,40,70,0
27-11-2023 23:22,1,42,60,80,0
27-11-2023 23:23,1,20,43,66,1
27-11-2023 23:24,3,28,48,82,0
27-11-2023 23:25,3,28,63,59,1
27-11-2023 23:26,1,30,57,84,0
27-11-2023 23:27,2,26,42,66,0
27-11-2023 23:28,1,22,50,55,0
27-11-2023 23:29,3,30,52,68,1
27-11-2023 23:30,3,20,66,60,0
27-11-2023 23:31,3,23,61,62,0
27-11-2023 23:32,2,23,49,66,0
27-11-2023 23:33,3,24,63,79,1
27-11-2023 23:34,2,36,63,64,0
27-11-2023 23:35,1,24,43,64,0
27-11-2023 23:36,1,41,53,55,0
27-11-2023 23:37,3,45,50,83,1
27-11-2023 23:38,2,29,65,57,1
27-11-2023 23:39,2,41,56,60,1
27-11-2023 23:40,2,39,64,69,0
27-11-2023 23:41,2,27,65,65,1
27-11-2023 23:42,1,31,39,60,1
27-11-2023 23:43,1,20,66,76,1
27-11-2023 23:44,3,23,60,64,0
27-11-2023 23:45,3,37,65,69,0
27-11-2023 23:46,1,48,49,58,0
27-11-2023 23:47,3,30,45,60,1
27-11-2023 23:48,2,46,40,59,1
27-11-2023 23:49,2,25,42,87,1
27-11-2023 23:50,2,37,42,64,0
27-11-2023 23:51,3,20,46,77,0
27-11-2023 23:52,3,30,58,58,1
27-11-2023 23:53,3,25,54,74,0
27-11-2023 23:54,1,28,55,77,1
27-11-2023 23:55,3,40,68,59,1
27-11-2023 23:56,1,35,43,73,1
27-11-2023 23:57,1,38,46,73,1
27-11-2023 23:58,1,44,49,59,0
27-11-2023 23:59,1,43,38,79,1
28-11-2023 00:00,1,36,43,66,1
28-11-2023 00:01,1,21,43,72,1
28-11-2023 00:02,3,46,38,76,1
28-11-2023 00:03,3,28,70,84,1
28-11-2023 00:04,2,49,43,64,1
28-11-2023 00:05,1,20,63,62,0
28-11-2023 00:06,1,29,48,80,0
28-11-2023 00:07,1,40,64,56,0
28-11-2023 00:08,3,46,45,58,1
28-11-2023 00:09,3,25,62,80,1
28-11-2023 00:10,2,41,42,65,0
28-11-2023 00:11,1,45,64,58,0
28-11-2023 00:12,2,27,43,78,1
28-11-2023 00:13,3,31,69,79,1
28-11-2023 00:14,1,22,38,61,0
28-11-2023 00:15,1,41,61,75,1
28-11-2023 00:16,1,34,53,80,1
28-11-2023 00:17,1,19,66,80,0
28-11-2023 00:18,1,32,50,64,0
28-11-2023 00:19,1,23,58,63,1
28-11-2023 00:20,3,25,60,73,1
28-11-2023 00:21,2,37,67,73,0
28-11-2023 00:22,1,27,42,57,1
28-11-2023 00:23,2,38,51,58,1
28-11-2023 00:24,1,33,52,63,0
28-11-2023 00:25,1,38,53,67,1
28-11-2023 00:26,3,22,44,69,1
28-11-2023 00:27,3,42,45,68,0
28-11-2023 00:28,3,45,68,69,0
28-11-2023 00:29,2,24,59,64,0
28-11-2023 00:30,2,35,70,54,0
28-11-2023 00:31,2,23,57,80,1
28-11-2023 00:32,1,31,67,54,0
28-11-2023 00:33,1,21,43,85,0
28-11-2023 00:34,2,31,69,67,1
28-11-2023 00:35,1,38,65,70,0
28-11-2023 00:36,1,26,50,62,0
28-11-2023 00:37,2,45,60,80,1
28-11-2023 00:38,3,45,46,68,1
28-11-2023 00:39,2,47,50,70,1
28-11-2023 00:40,1,42,53,75,0
28-11-2023 00:41,1,27,70,85,1
28-11-2023 00:42,2,36,42,83,0
28-11-2023 00:43,1,26,67,68,0
28-11-2023 00:44,1,40,48,77,1
28-11-2023 00:45,1,21,43,85,1
28-11-2023 00:46,2,47,55,56,1
28-11-2023 00:47,2,33,44,58,1
28-11-2023 00:48,3,46,64,57,1
28-11-2023 00:49,3,33,42,75,1
28-11-2023 00:50,3,21,41,57,1
28-11-2023 00:51,1,48,54,53,1
28-11-2023 00:52,2,23,41,64,1
28-11-2023 00:53,3,31,57,66,1
28-11-2023 00:54,2,44,50,83,0
28-11-2023 00:55,1,45,55,65,1
28-11-2023 00:56,3,31,39,54,0
28-11-2023 00:57,3,31,60,69,1
28-11-2023 00:58,3,39,44,59,1
28-11-2023 00:59,2,39,66,87,0
28-11-2023 01:00,2,47,58,65,1
28-11-2023 01:01,2,27,41,67,1
28-11-2023 01:02,2,34,61,57,1
28-11-2023 01:03,1,31,45,80,1
28-11-2023 01:04,3,43,38,67,1
28-11-2023 01:05,1,31,52,75,1
28-11-2023 01:06,1,47,56,85,1
28-11-2023 01:07,1,47,42,60,1
28-11-2023 01:08,1,21,70,84,1
28-11-2023 01:09,1,39,67,62,0
28-11-2023 01:10,3,25,48,67,0
28-11-2023 01:11,2,20,65,54,1
28-11-2023 01:12,2,45,49,75,1
28-11-2023 01:13,3,47,49,69,1
28-11-2023 01:14,3,38,44,69,0
28-11-2023 01:15,1,43,42,79,1
28-11-2023 01:16,1,42,63,73,1
28-11-2023 01:17,1,44,60,70,1
28-11-2023 01:18,3,45,69,73,0
28-11-2023 01:19,1,22,54,53,0
28-11-2023 01:20,2,25,39,61,1
28-11-2023 01:21,3,42,49,73,0
28-11-2023 01:22,3,38,41,68,1
28-11-2023 01:23,3,20,69,73,1
28-11-2023 01:24,1,31,58,70,0
28-11-2023 01:25,2,21,62,74,1
28-11-2023 01:26,3,31,65,60,0
28-11-2023 01:27,2,33,58,69,1
28-11-2023 01:28,3,47,53,58,0
28-11-2023 01:29,1,26,69,60,1
28-11-2023 01:30,1,40,70,55,1
28-11-2023 01:31,3,23,51,65,1
28-11-2023 01:32,2,30,51,74,1
28-11-2023 01:33,3,38,61,64,1
28-11-2023 01:34,2,44,53,64,1
28-11-2023 01:35,2,39,68,58,0
28-11-2023 01:36,1,36,63,56,0
28-11-2023 01:37,3,32,53,55,0
28-11-2023 01:38,2,33,65,57,1
28-11-2023 01:39,2,34,45,68,0
28-11-2023 01:40,1,48,61,79,0
28-11-2023 01:41,3,25,38,77,0
28-11-2023 01:42,2,33,52,76,0
28-11-2023 01:43,3,46,55,79,1
28-11-2023 01:44,1,41,38,82,1
28-11-2023 01:45,3,48,67,54,0
28-11-2023 01:46,1,47,56,82,1
28-11-2023 01:47,3,40,38,68,1
28-11-2023 01:48,2,46,70,67,0
28-11-2023 01:49,2,24,51,73,1
28-11-2023 01:50,2,21,43,70,0
28-11-2023 01:51,3,20,41,81,1
28-11-2023 01:52,2,32,47,54,0
28-11-2023 01:53,3,37,67,63,1
28-11-2023 01:54,2,34,54,57,0
28-11-2023 01:55,2,42,51,78,1
28-11-2023 01:56,1,24,60,64,1
28-11-2023 01:57,2,25,69,87,0
28-11-2023 01:58,2,19,38,81,0
28-11-2023 01:59,1,47,38,57,1
28-11-2023 02:00,3,23,41,54,1
28-11-2023 02:01,1,21,55,72,1
28-11-2023 02:02,2,32,43,77,0
28-11-2023 02:03,2,23,69,58,0
28-11-2023 02:04,1,40,41,77,0
28-11-2023 02:05,2,43,51,75,0
28-11-2023 02:06,1,49,41,69,1
28-11-2023 02:07,2,23,42,76,1
28-11-2023 02:08,1,31,48,77,1
28-11-2023 02:09,2,31,63,87,1
28-11-2023 02:10,3,40,51,78,1
28-11-2023 02:11,2,24,70,69,0
28-11-2023 02:12,3,30,51,80,0
28-11-2023 02:13,2,23,43,57,0
28-11-2023 02:14,3,37,50,54,0
28-11-2023 02:15,2,26,65,62,0
28-11-2023 02:16,1,23,50,56,1
28-11-2023 02:17,3,34,40,63,0
28-11-2023 02:18,2,24,67,60,0
28-11-2023 02:19,1,40,62,83,1
28-11-2023 02:20,2,28,49,57,1
28-11-2023 02:21,3,32,62,53,0
28-11-2023 02:22,1,43,48,81,1
28-11-2023 02:23,2,23,65,74,1
28-11-2023 02:24,2,27,53,60,0
28-11-2023 02:25,1,46,61,58,0
28-11-2023 02:26,1,27,62,78,1
28-11-2023 02:27,3,36,63,53,1
28-11-2023 02:28,2,35,66,70,1
28-11-2023 02:29,2,23,43,85,0
28-11-2023 02:30,2,40,70,75,1
28-11-2023 02:31,1,24,63,55,1
28-11-2023 02:32,2,49,51,79,0
28-11-2023 02:33,3,32,66,58,0
28-11-2023 02:34,2,44,62,78,1
28-11-2023 02:35,1,45,54,61,0
28-11-2023 02:36,2,43,55,67,1
28-11-2023 02:37,3,33,46,85,1
28-11-2023 02:38,1,41,67,84,0
28-11-2023 02:39,1,28,60,57,1
28-11-2023 02:40,3,38,53,54,0
28-11-2023 02:41,2,47,51,80,1
28-11-2023 02:42,1,23,64,66,0
28-11-2023 02:43,3,34,42,57,0
28-11-2023 02:44,3,23,54,62,1
28-11-2023 02:45,3,24,59,76,1
28-11-2023 02:46,3,35,48,82,0
28-11-2023 02:47,1,44,64,61,1
28-11-2023 02:48,3,21,44,68,0
28-11-2023 02:49,2,23,66,59,1
28-11-2023 02:50,1,35,66,82,0
28-11-2023 02:51,2,35,65,67,0
28-11-2023 02:52,2,42,41,85,0
28-11-2023 02:53,3,22,49,86,0
28-11-2023 02:54,3,45,54,77,1
28-11-2023 02:55,1,36,44,69,1
28-11-2023 02:56,3,46,44,66,1
28-11-2023 02:57,2,25,38,83,0
28-11-2023 02:58,1,24,38,60,1
28-11-2023 02:59,1,30,38,73,1
28-11-2023 03:00,1,23,60,83,0
28-11-2023 03:01,3,38,46,69,1
28-11-2023 03:02,2,29,61,76,0
28-11-2023 03:03,3,36,46,78,0
28-11-2023 03:04,3,29,56,69,0
28-11-2023 03:05,1,46,63,80,1
28-11-2023 03:06,3,19,62,65,1
28-11-2023 03:07,1,48,48,86,1
28-11-2023 03:08,1,44,66,82,0
28-11-2023 03:09,1,31,49,62,1
28-11-2023 03:10,1,23,44,85,0
28-11-2023 03:11,1,30,43,78,1
28-11-2023 03:12,1,41,50,53,1
28-11-2023 03:13,1,27,38,70,1
28-11-2023 03:14,1,40,56,83,1
28-11-2023 03:15,2,23,56,70,1
28-11-2023 03:16,2,22,49,74,0
28-11-2023 03:17,3,27,69,76,1
28-11-2023 03:18,3,30,40,60,1
28-11-2023 03:19,3,39,41,75,0
28-11-2023 03:20,2,47,40,74,1
28-11-2023 03:21,2,38,67,62,0
28-11-2023 03:22,1,37,44,55,1
28-11-2023 03:23,1,25,56,56,0
28-11-2023 03:24,2,23,58,87,0
28-11-2023 03:25,2,29,62,86,1
28-11-2023 03:26,3,48,48,83,1
28-11-2023 03:27,3,43,61,74,0
28-11-2023 03:28,2,42,46,54,1
28-11-2023 03:29,2,28,58,63,1
28-11-2023 03:30,2,29,53,57,1
28-11-2023 03:31,3,48,65,80,0
28-11-2023 03:32,2,40,47,59,0
28-11-2023 03:33,3,36,47,72,0
28-11-2023 03:34,2,46,39,67,1
28-11-2023 03:35,3,20,38,82,0
28-11-2023 03:36,2,44,57,56,1
28-11-2023 03:37,2,37,46,77,1
28-11-2023 03:38,1,49,67,71,1
28-11-2023 03:39,2,25,58,57,1
28-11-2023 03:40,3,29,39,79,0
28-11-2023 03:41,1,27,59,80,1
28-11-2023 03:42,2,36,64,57,0
28-11-2023 03:43,1,47,43,53,0
28-11-2023 03:44,2,48,64,61,0
28-11-2023 03:45,3,36,49,57,0
28-11-2023 03:46,3,25,46,82,1
28-11-2023 03:47,2,39,57,71,0
28-11-2023 03:48,1,23,39,56,0
28-11-2023 03:49,1,48,38,77,0
28-11-2023 03:50,3,38,39,62,1
28-11-2023 03:51,2,35,41,71,1
28-11-2023 03:52,3,30,53,68,0
28-11-2023 03:53,3,26,46,73,0
28-11-2023 03:54,1,23,39,70,1
28-11-2023 03:55,3,21,60,61,0
28-11-2023 03:56,3,42,55,74,0
28-11-2023 03:57,3,47,51,87,1
28-11-2023 03:58,2,42,42,56,1
28-11-2023 03:59,1,40,65,55,1
28-11-2023 04:00,2,27,39,83,0
28-11-2023 04:01,3,25,41,56,1
28-11-2023 04:02,3,22,45,72,0
28-11-2023 04:03,2,47,59,72,0
28-11-2023 04:04,3,44,64,70,0
28-11-2023 04:05,3,25,50,69,0
28-11-2023 04:06,3,44,38,63,1
28-11-2023 04:07,1,27,50,66,1
28-11-2023 04:08,1,46,63,65,1
28-11-2023 04:09,1,38,53,66,0
28-11-2023 04:10,1,19,53,76,1
28-11-2023 04:11,3,42,61,62,0
28-11-2023 04:12,2,46,39,74,0
28-11-2023 04:13,2,47,51,70,0
28-11-2023 04:14,3,39,45,63,0
28-11-2023 04:15,3,27,46,59,1
28-11-2023 04:16,3,34,53,59,0
28-11-2023 04:17,2,22,65,53,0
28-11-2023 04:18,1,49,55,63,0
28-11-2023 04:19,3,22,49,83,1
28-11-2023 04:20,1,35,44,73,0
28-11-2023 04:21,1,48,56,85,1
28-11-2023 04:22,3,25,57,58,1
28-11-2023 04:23,3,35,52,56,0
28-11-2023 04:24,1,29,66,68,0
28-11-2023 04:25,2,26,48,65,0
28-11-2023 04:26,3,28,54,65,0
28-11-2023 04:27,3,45,53,77,1
28-11-2023 04:28,3,40,42,75,0
28-11-2023 04:29,1,38,58,76,1
28-11-2023 04:30,1,25,57,81,0
28-11-2023 04:31,2,34,41,75,1
28-11-2023 04:32,3,22,61,74,1
28-11-2023 04:33,3,46,67,82,0
28-11-2023 04:34,3,19,52,79,1
28-11-2023 04:35,3,46,39,70,1
28-11-2023 04:36,3,31,69,76,1
28-11-2023 04:37,1,24,48,83,0
28-11-2023 04:38,2,22,67,73,0
28-11-2023 04:39,2,41,45,58,0
28-11-2023 04:40,2,21,49,80,0
28-11-2023 04:41,1,42,60,84,1
28-11-2023 04:42,3,23,69,65,1
28-11-2023 04:43,3,34,66,87,1
28-11-2023 04:44,2,43,42,73,0
28-11-2023 04:45,2,41,57,77,1
28-11-2023 04:46,2,39,51,76,1
28-11-2023 04:47,2,48,43,63,0
28-11-2023 04:48,1,37,42,71,1
28-11-2023 04:49,3,30,52,77,0
28-11-2023 04:50,3,42,56,58,1
28-11-2023 04:51,3,30,64,67,0
28-11-2023 04:52,2,43,67,84,0
28-11-2023 04:53,3,45,57,59,0
28-11-2023 04:54,3,49,42,79,0
28-11-2023 04:55,1,44,69,67,0
28-11-2023 04:56,2,38,53,73,0
28-11-2023 04:57,3,45,68,64,0
28-11-2023 04:58,1,19,47,72,1
28-11-2023 04:59,2,37,69,83,1
28-11-2023 05:00,3,40,48,84,0
28-11-2023 05:01,1,37,44,67,0
28-11-2023 05:02,1,21,55,82,0
28-11-2023 05:03,1,24,45,59,1
28-11-2023 05:04,3,37,55,54,1
28-11-2023 05:05,3,35,47,80,0
28-11-2023 05:06,3,33,49,79,1
28-11-2023 05:07,3,44,40,61,0
28-11-2023 05:08,2,32,66,74,0
28-11-2023 05:09,1,44,60,87,1
28-11-2023 05:10,3,49,57,76,0
28-11-2023 05:11,2,29,49,68,0
28-11-2023 05:12,3,29,44,61,1
28-11-2023 05:13,3,46,49,63,1
28-11-2023 05:14,1,37,65,75,0
28-11-2023 05:15,1,45,53,65,1
28-11-2023 05:16,2,45,45,75,1
28-11-2023 05:17,1,37,39,73,1
28-11-2023 05:18,2,32,70,78,1
28-11-2023 05:19,1,35,41,58,1
28-11-2023 05:20,1,49,53,70,1
28-11-2023 05:21,3,30,70,86,0
28-11-2023 05:22,2,31,63,57,1
28-11-2023 05:23,1,35,51,85,0
28-11-2023 05:24,3,44,49,57,1
28-11-2023 05:25,3,21,51,86,1
28-11-2023 05:26,1,40,66,84,1
28-11-2023 05:27,2,36,48,75,0
28-11-2023 05:28,1,41,70,86,0
28-11-2023 05:29,3,29,49,77,0
28-11-2023 05:30,2,47,39,82,0
28-11-2023 05:31,1,39,52,54,1
28-11-2023 05:32,1,20,47,56,1
28-11-2023 05:33,3,24,65,55,0
28-11-2023 05:34,1,34,50,81,1
28-11-2023 05:35,3,32,69,73,1
28-11-2023 05:36,2,33,68,74,0
28-11-2023 05:37,3,27,67,60,0
28-11-2023 05:38,1,33,62,83,0
28-11-2023 05:39,3,27,67,53,0
28-11-2023 05:40,3,27,50,80,0
28-11-2023 05:41,1,24,55,82,0
28-11-2023 05:42,1,36,53,65,1
28-11-2023 05:43,2,23,53,71,1
28-11-2023 05:44,3,22,61,74,0
28-11-2023 05:45,3,30,70,87,1
28-11-2023 05:46,2,22,49,62,1
28-11-2023 05:47,1,48,47,63,0
28-11-2023 05:48,3,19,57,73,0
28-11-2023 05:49,1,33,60,83,0
28-11-2023 05:50,2,31,54,70,1
28-11-2023 05:51,1,21,57,59,1
28-11-2023 05:52,2,35,58,66,0
28-11-2023 05:53,1,35,54,77,1
28-11-2023 05:54,3,43,53,78,1
28-11-2023 05:55,3,44,67,59,1
28-11-2023 05:56,1,40,64,53,1
28-11-2023 05:57,2,29,66,82,0
28-11-2023 05:58,1,33,54,87,1
28-11-2023 05:59,1,19,60,77,1
28-11-2023 06:00,3,26,44,85,0
28-11-2023 06:01,3,49,67,64,0
28-11-2023 06:02,2,22,60,72,1
28-11-2023 06:03,2,28,68,67,1
28-11-2023 06:04,3,41,41,59,1
28-11-2023 06:05,3,19,65,62,0
28-11-2023 06:06,3,30,63,72,0
28-11-2023 06:07,2,36,63,83,0
28-11-2023 06:08,2,25,45,83,1
28-11-2023 06:09,2,30,39,70,1
28-11-2023 06:10,2,38,49,77,0
28-11-2023 06:11,3,25,45,73,1
28-11-2023 06:12,2,21,52,72,0
28-11-2023 06:13,1,23,65,54,0
28-11-2023 06:14,1,47,38,63,0
28-11-2023 06:15,1,19,47,79,0
28-11-2023 06:16,2,32,38,58,1
28-11-2023 06:17,3,19,43,53,0
28-11-2023 06:18,3,31,44,67,0
28-11-2023 06:19,1,33,68,78,1
28-11-2023 06:20,1,46,60,74,0
28-11-2023 06:21,1,19,43,58,0
28-11-2023 06:22,1,48,38,73,0
28-11-2023 06:23,2,20,56,73,0
28-11-2023 06:24,2,25,52,53,1
28-11-2023 06:25,2,45,49,85,0
28-11-2023 06:26,1,42,49,81,1
28-11-2023 06:27,1,33,70,75,1
28-11-2023 06:28,2,32,60,68,0
28-11-2023 06:29,1,20,55,87,0
28-11-2023 06:30,2,24,48,56,1
28-11-2023 06:31,3,21,66,72,0
28-11-2023 06:32,1,21,46,58,0
28-11-2023 06:33,1,26,52,85,0
28-11-2023 06:34,1,33,68,69,0
28-11-2023 06:35,2,31,38,87,1
28-11-2023 06:36,2,24,68,58,0
28-11-2023 06:37,3,25,63,65,1
28-11-2023 06:38,3,24,57,63,1
28-11-2023 06:39,1,22,57,74,0
28-11-2023 06:40,1,26,38,76,0
28-11-2023 06:41,3,44,52,84,0
28-11-2023 06:42,3,20,45,83,0
28-11-2023 06:43,2,49,49,71,1
28-11-2023 06:44,2,47,47,72,0
28-11-2023 06:45,3,41,59,59,0
28-11-2023 06:46,2,36,64,69,0
28-11-2023 06:47,3,25,47,63,1
28-11-2023 06:48,3,30,64,64,0
28-11-2023 06:49,2,19,62,59,0
28-11-2023 06:50,3,37,52,54,0
28-11-2023 06:51,2,43,40,56,0
28-11-2023 06:52,3,22,62,83,1
28-11-2023 06:53,2,49,65,71,0
28-11-2023 06:54,1,44,39,56,0
28-11-2023 06:55,1,46,59,84,0
28-11-2023 06:56,3,23,68,69,0
28-11-2023 06:57,1,47,44,59,1
28-11-2023 06:58,3,28,57,70,1
28-11-2023 06:59,3,36,68,67,0
28-11-2023 07:00,2,43,53,64,1
28-11-2023 07:01,3,37,50,62,0
28-11-2023 07:02,3,30,53,57,1
28-11-2023 07:03,3,45,42,79,0
28-11-2023 07:04,1,29,50,83,1
28-11-2023 07:05,3,48,61,80,0
28-11-2023 07:06,3,31,64,77,0
28-11-2023 07:07,2,31,46,70,0
28-11-2023 07:08,3,38,51,75,0
28-11-2023 07:09,2,36,62,85,0
28-11-2023 07:10,2,45,49,82,1
28-11-2023 07:11,3,44,39,64,1
28-11-2023 07:12,2,20,68,84,0
28-11-2023 07:13,3,21,50,66,0
28-11-2023 07:14,3,38,53,85,0
28-11-2023 07:15,2,19,62,76,1
28-11-2023 07:16,2,48,39,84,0
28-11-2023 07:17,1,36,69,86,1
28-11-2023 07:18,3,39,55,75,1
28-11-2023 07:19,2,42,66,71,0
28-11-2023 07:20,1,20,48,81,1
28-11-2023 07:21,3,31,47,53,0
28-11-2023 07:22,1,34,58,61,1
28-11-2023 07:23,3,19,43,75,1
28-11-2023 07:24,2,40,44,73,1
28-11-2023 07:25,2,42,47,59,0
28-11-2023 07:26,2,24,56,78,0
28-11-2023 07:27,1,40,49,71,1
28-11-2023 07:28,2,29,63,70,0
28-11-2023 07:29,2,22,52,65,1
28-11-2023 07:30,2,26,52,67,0
28-11-2023 07:31,2,36,56,76,0
28-11-2023 07:32,1,46,49,74,1
28-11-2023 07:33,2,41,46,53,1
28-11-2023 07:34,1,25,67,66,0
28-11-2023 07:35,2,27,56,70,1
28-11-2023 07:36,2,44,44,71,0
28-11-2023 07:37,3,42,47,54,0
28-11-2023 07:38,1,39,48,53,1
28-11-2023 07:39,1,24,52,80,0
28-11-2023 07:40,2,25,46,63,1
28-11-2023 07:41,2,36,46,62,1
28-11-2023 07:42,3,24,49,62,1
28-11-2023 07:43,3,37,56,70,1
28-11-2023 07:44,3,39,38,85,0
28-11-2023 07:45,3,47,38,54,0
28-11-2023 07:46,2,27,41,68,0
28-11-2023 07:47,1,34,44,55,1
28-11-2023 07:48,1,43,57,56,0
28-11-2023 07:49,2,21,56,75,0
28-11-2023 07:50,1,24,48,62,0
28-11-2023 07:51,1,46,63,59,1
28-11-2023 07:52,2,40,48,72,0
28-11-2023 07:53,1,24,61,79,1
28-11-2023 07:54,2,48,61,57,1
28-11-2023 07:55,3,48,66,81,0
28-11-2023 07:56,2,25,68,57,1
28-11-2023 07:57,2,25,63,83,0
28-11-2023 07:58,2,25,69,76,1
28-11-2023 07:59,2,23,70,62,1
28-11-2023 08:00,1,34,58,79,1
28-11-2023 08:01,1,36,66,66,1
28-11-2023 08:02,1,49,38,65,1
28-11-2023 08:03,3,23,62,60,1
28-11-2023 08:04,3,43,57,66,1
28-11-2023 08:05,1,35,38,55,1
28-11-2023 08:06,3,48,48,87,1
